State,LGA,Year,Month,Suspected_Cases,Confirmed_Cases,Deaths,Death_Rate_Percentage,Latitude,Longitude,Classification
Abia,Aba South,2020,October,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Aba South,2020,November,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Aba South,2020,December,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Arochukwu,2020,January,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Arochukwu,2020,February,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Arochukwu,2020,March,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Arochukwu,2020,April,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Arochukwu,2020,May,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Arochukwu,2020,June,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Arochukwu,2020,July,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Arochukwu,2020,August,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Arochukwu,2020,September,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Arochukwu,2020,October,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Arochukwu,2020,November,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Arochukwu,2020,December,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Bende,2020,January,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Bende,2020,February,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Bende,2020,March,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Bende,2020,April,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Bende,2020,May,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Bende,2020,June,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Bende,2020,July,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Bende,2020,August,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Bende,2020,September,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Bende,2020,October,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Bende,2020,November,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Bende,2020,December,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ikwuano,2020,January,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ikwuano,2020,February,11,3,0,0.00%,5.4527,7.5248,Sporadic Contagion
Abia,Ikwuano,2020,March,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ikwuano,2020,April,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ikwuano,2020,May,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ikwuano,2020,June,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ikwuano,2020,July,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ikwuano,2020,August,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ikwuano,2020,September,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ikwuano,2020,October,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ikwuano,2020,November,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ikwuano,2020,December,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa North,2020,January,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa North,2020,February,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa North,2020,March,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa North,2020,April,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa North,2020,May,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa North,2020,June,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa North,2020,July,134,34,4,2.99%,5.4527,7.5248,Sporadic Contagion
Abia,Isiala Ngwa North,2020,August,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa North,2020,September,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa North,2020,October,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa North,2020,November,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa North,2020,December,7,1,0,0.00%,5.4527,7.5248,Sporadic Contagion
Abia,Isiala Ngwa South,2020,January,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa South,2020,February,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa South,2020,March,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa South,2020,April,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa South,2020,May,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa South,2020,June,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa South,2020,July,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa South,2020,August,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa South,2020,September,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa South,2020,October,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa South,2020,November,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isiala Ngwa South,2020,December,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isuikwuato,2020,January,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isuikwuato,2020,February,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isuikwuato,2020,March,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isuikwuato,2020,April,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isuikwuato,2020,May,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isuikwuato,2020,June,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isuikwuato,2020,July,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isuikwuato,2020,August,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isuikwuato,2020,September,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isuikwuato,2020,October,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isuikwuato,2020,November,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Isuikwuato,2020,December,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Obi Ngwa,2020,January,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Obi Ngwa,2020,February,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Obi Ngwa,2020,March,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Obi Ngwa,2020,April,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Obi Ngwa,2020,May,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Obi Ngwa,2020,June,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Obi Ngwa,2020,July,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Obi Ngwa,2020,August,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Obi Ngwa,2020,September,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Obi Ngwa,2020,October,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Obi Ngwa,2020,November,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Obi Ngwa,2020,December,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ohafia,2020,January,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ohafia,2020,February,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ohafia,2020,March,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ohafia,2020,April,10,3,0,0.00%,5.4527,7.5248,Sporadic Contagion
Abia,Ohafia,2020,May,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ohafia,2020,June,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ohafia,2020,July,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ohafia,2020,August,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ohafia,2020,September,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ohafia,2020,October,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ohafia,2020,November,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ohafia,2020,December,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Osisioma,2020,January,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Osisioma,2020,February,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Osisioma,2020,March,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Osisioma,2020,April,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Osisioma,2020,May,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Osisioma,2020,June,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Osisioma,2020,July,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Osisioma,2020,August,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Osisioma,2020,September,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Osisioma,2020,October,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Osisioma,2020,November,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Osisioma,2020,December,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ugwunagbo,2020,January,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ugwunagbo,2020,February,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ugwunagbo,2020,March,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ugwunagbo,2020,April,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ugwunagbo,2020,May,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ugwunagbo,2020,June,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ugwunagbo,2020,July,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ugwunagbo,2020,August,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ugwunagbo,2020,September,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ugwunagbo,2020,October,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ugwunagbo,2020,November,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ugwunagbo,2020,December,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa East,2020,January,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa East,2020,February,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa East,2020,March,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa East,2020,April,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa East,2020,May,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa East,2020,June,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa East,2020,July,111,34,2,1.80%,5.4527,7.5248,Sporadic Contagion
Abia,Ukwa East,2020,August,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa East,2020,September,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa East,2020,October,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa East,2020,November,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa East,2020,December,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa West,2020,January,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa West,2020,February,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa West,2020,March,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa West,2020,April,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa West,2020,May,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa West,2020,June,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa West,2020,July,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa West,2020,August,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa West,2020,September,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa West,2020,October,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa West,2020,November,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Ukwa West,2020,December,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia North,2020,January,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia North,2020,February,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia North,2020,March,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia North,2020,April,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia North,2020,May,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia North,2020,June,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia North,2020,July,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia North,2020,August,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia North,2020,September,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia North,2020,October,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia North,2020,November,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia North,2020,December,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia South,2020,January,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia South,2020,February,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia South,2020,March,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia South,2020,April,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia South,2020,May,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia South,2020,June,165,47,3,1.82%,5.4527,7.5248,Sporadic Contagion
Abia,Umuahia South,2020,July,69,11,3,4.35%,5.4527,7.5248,Sporadic Contagion
Abia,Umuahia South,2020,August,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia South,2020,September,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia South,2020,October,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia South,2020,November,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umuahia South,2020,December,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umunneochi,2020,January,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umunneochi,2020,February,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umunneochi,2020,March,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umunneochi,2020,April,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umunneochi,2020,May,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umunneochi,2020,June,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umunneochi,2020,July,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umunneochi,2020,August,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umunneochi,2020,September,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umunneochi,2020,October,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umunneochi,2020,November,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Abia,Umunneochi,2020,December,0,0,0,0.00%,5.4527,7.5248,Zero Reporting Baseline
Adamawa,Demsa,2020,January,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Demsa,2020,February,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Demsa,2020,March,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Demsa,2020,April,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Demsa,2020,May,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Demsa,2020,June,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Demsa,2020,July,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Demsa,2020,August,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Demsa,2020,September,26,5,1,3.85%,9.3265,12.3984,Sporadic Contagion
Adamawa,Demsa,2020,October,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Demsa,2020,November,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Demsa,2020,December,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Fufure,2020,January,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Fufure,2020,February,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Fufure,2020,March,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Fufure,2020,April,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Fufure,2020,May,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Fufure,2020,June,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Fufure,2020,July,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Fufure,2020,August,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Fufure,2020,September,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Fufure,2020,October,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Fufure,2020,November,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Fufure,2020,December,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Ganye,2020,January,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Ganye,2020,February,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Ganye,2020,March,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Ganye,2020,April,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Ganye,2020,May,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Ganye,2020,June,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Ganye,2020,July,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Ganye,2020,August,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Ganye,2020,September,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Ganye,2020,October,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Ganye,2020,November,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Ganye,2020,December,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gayuk,2020,January,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gayuk,2020,February,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gayuk,2020,March,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gayuk,2020,April,7,1,0,0.00%,9.3265,12.3984,Sporadic Contagion
Adamawa,Gayuk,2020,May,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gayuk,2020,June,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gayuk,2020,July,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gayuk,2020,August,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gayuk,2020,September,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gayuk,2020,October,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gayuk,2020,November,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gayuk,2020,December,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gombi,2020,January,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gombi,2020,February,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gombi,2020,March,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gombi,2020,April,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gombi,2020,May,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gombi,2020,June,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gombi,2020,July,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gombi,2020,August,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gombi,2020,September,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gombi,2020,October,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gombi,2020,November,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Gombi,2020,December,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Grai,2020,January,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Grai,2020,February,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Grai,2020,March,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Grai,2020,April,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Grai,2020,May,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Grai,2020,June,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Grai,2020,July,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Grai,2020,August,30,5,1,3.33%,9.3265,12.3984,Sporadic Contagion
Adamawa,Grai,2020,September,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Grai,2020,October,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Grai,2020,November,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Grai,2020,December,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Hong,2020,January,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Hong,2020,February,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Hong,2020,March,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Hong,2020,April,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Hong,2020,May,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
Adamawa,Hong,2020,June,0,0,0,0.00%,9.3265,12.3984,Zero Reporting Baseline
